course_name,platform,language,url
Redes Ecológicas,Coursera,Portuguese,https://www.classcentral.com/course/redesecologicas-39506
โปรแกรมไพทอนสำหรับวิทยาการข้อมูล (Python Programming for Data Science),ThaiMOOC,Thai,https://www.classcentral.com/course/thaimooc-python-programming-for-data-science-15293
Big Data sin misterios,edX,Spanish,https://www.classcentral.com/course/edx-big-data-sin-misterios-12537
مهارات برنامج Excel للعمل: المبادئ الأساسية,Coursera,Arabic,https://www.classcentral.com/course/excel-essentials-ar-13198
UT.7.01x: Foundations of Data Analysis,edX,English,https://www.classcentral.com/course/edx-ut-7-01x-foundations-of-data-analysis-2244
Principios esenciales de diseño en Tableau,Coursera,Spanish,https://www.classcentral.com/course/principios-esenciales-de-diseno-en-tableau-44583
คณิตศาสตร์สำหรับวิทยาศาสตร์ข้อมูล (Mathematics for Data Science),ThaiMOOC,Thai,https://www.classcentral.com/course/thaimooc-mathematics-for-data-science-15261
Modelaje y Análisis con información georreferenciada,Coursera,Spanish,https://www.classcentral.com/course/modelaje-anlisis-informacin-georreferenciada-58203
Fundamentos de la visualización de datos con Tableau,Coursera,Spanish,https://www.classcentral.com/course/fundamentos-de-la-visualizacion-de-datos-con-tabl-23229
Introdução ao Big Data ,Coursera,Portuguese,https://www.classcentral.com/course/introducao-big-data-10714
Data Streaming,Udacity,English,https://www.classcentral.com/course/data-streaming-nanodegree--nd029-18192
Analítica financiera​,Coursera,Spanish,https://www.classcentral.com/course/analitica-financiera-58191
Análisis de Datos Experimentales: Utilidades Básicas,Miríadax,Spanish,https://www.classcentral.com/course/miriadax-analisis-de-datos-experimentales-utilidades-basicas-14603
Integración y preparación de datos,Coursera,Spanish,https://www.classcentral.com/course/integracion-y-preparacion-de-datos-58205
Analytics en las organizaciones,Coursera,Spanish,https://www.classcentral.com/course/analytics-analisis-datos-40821
Introducción a la ciencia de datos aplicada,Coursera,Spanish,https://www.classcentral.com/course/introduccion-ciencia-de-datos-aplicada-58207
Introducción a Ciencias de Datos y Estadística Básica para Negocios,edX,Spanish,https://www.classcentral.com/course/edx-introduccion-a-ciencias-de-datos-y-estadistica-basica-para-negocios-20115
Arquitecturas de Big Data ,Coursera,Spanish,https://www.classcentral.com/course/arquitecturas-de-big-data-58187
Introduction to Data Science and Basic Statistics for Business,edX,Spanish,https://www.classcentral.com/course/introduction-to-data-science-and-basic-statistics-37578
Herramientas para el Análisis de Big Data,edX,Spanish,https://www.classcentral.com/course/edx-herramientas-para-el-analisis-de-big-data-17201
Introducción a la Ciencia de Datos y el Big Data,edX,Spanish,https://www.classcentral.com/course/edx-introduccion-a-la-ciencia-de-datos-y-el-big-data-17200
Data Analysis in Social Science—Assessing Your Knowledge,edX,English,https://www.classcentral.com/course/edx-data-analysis-in-social-science-assessing-your-knowledge-11481
Introducción a R para ciencia de datos,edX,Spanish,https://www.classcentral.com/course/introduccion-a-r-para-ciencia-de-datos-71222
Visualización de Datos y Storytelling,edX,Spanish,https://www.classcentral.com/course/edx-visualizacion-de-datos-y-storytelling-17205
数据可视化|Data Visualization,edX,Chinese,https://www.classcentral.com/course/edx-data-visualization-12741
Análisis Estadístico de datos con R,Miríadax,Spanish,https://www.classcentral.com/course/miriadax-analisis-estadistico-de-datos-con-r-1440
Análisis de datos empresariales con R,edX,Spanish,https://www.classcentral.com/course/edx-analisis-de-datos-empresariales-con-r-20037
Data Science: A New Way of Thinking | 数据科学导论,edX,Chinese,https://www.classcentral.com/course/edx-data-science-a-new-way-of-thinking-12731
Capstone Exam in Statistics and Data Science,edX,English,https://www.classcentral.com/course/edx-capstone-exam-in-statistics-and-data-science-11484
Bioinformatics: Life Sciences on Your Computer,Coursera,English,https://www.classcentral.com/course/bioinform-2012
大數據分析：商業應用與策略管理 (Big Data Analytics: Business Applications and Strategic Decisions),Coursera,Chinese,https://www.classcentral.com/course/bigdataanalysis-10676
Introduzione alla Data Visualization con Tableau,Coursera,Italian,https://www.classcentral.com/course/introduzione-data-visualization-tableau-40316
Data Visualization e manipolazione dei dati con Tableau,Coursera,Italian,https://www.classcentral.com/course/data-visualization-manipolazione-tableau-40315
Business Intelligence con la Product Suite di Tableau,Coursera,Italian,https://www.classcentral.com/course/business-intelligence-con-tableau-40317
Diseños y métodos de investigación comparativa,edX,Spanish,https://www.classcentral.com/course/disenos-y-metodos-de-investigacion-comparativa-43826
Data Visualization e manipolazione dei dati con Tableau,edX,Italian,https://www.classcentral.com/course/edx-data-visualization-e-manipolazione-dei-dati-con-tableau-21171
Visualización y manipulación de datos con Tableau,edX,Spanish,https://www.classcentral.com/course/data-visualisation-46061
Introduzione alla Data Visualization con Tableau,edX,Italian,https://www.classcentral.com/course/edx-introduzione-alla-data-visualization-con-tableau-21170
Inteligencia empresarial con Tableau,edX,Spanish,https://www.classcentral.com/course/business-intelligence-con-la-product-suite-di-tab-46060
Analisi dei dati,edX,Italian,https://www.classcentral.com/course/edx-analisi-dei-dati-13472
Data Cleaning,Kaggle,English,https://www.classcentral.com/course/data-cleaning-74259
بايثون لعلوم البيانات والذكاء الصناعي,Coursera,Arabic,https://www.classcentral.com/course/python-for-applied-data-science-ai-ar-34092
Инструментальная фонетика: компьютерные методы сбора и анализа данных,Coursera,Russian,https://www.classcentral.com/course/instrumental-phonetics-21736
Introducción a la visualización de datos con Tableau,edX,Spanish,https://www.classcentral.com/course/introduzione-alla-data-visualization-con-tableau--46059
Análisis de datos: Diseño y Visualización de Tableros,edX,Spanish,https://www.classcentral.com/course/edx-analisis-de-datos-diseno-y-visualizacion-de-tableros-10328
Pandas,Kaggle,English,https://www.classcentral.com/course/pandas-74250
Data Visualization,Kaggle,English,https://www.classcentral.com/course/data-visualization-74252
Análisis de datos: Llévalo al MAX(),edX,Spanish,https://www.classcentral.com/course/edx-analisis-de-datos-llevalo-al-max-10327
Introduction to DataFrames.jl (v1.1.1),JuliaAcademy,English,https://www.classcentral.com/course/juliaacademy-introduction-to-dataframes-jl-v1-1-1-59233
Computational Modeling in Julia with Applications to the COVID-19 Pandemic,JuliaAcademy,English,https://www.classcentral.com/course/juliaacademy-computational-modeling-in-julia-with-applications-to-the-covid-19-pandemic-59231
Time Series,Kaggle,English,https://www.classcentral.com/course/time-series-74258
Predictive Analytics in Commerce,iversity,English,https://www.classcentral.com/course/iversity-predictive-analytics-in-commerce-58157
Julia for Data Science,JuliaAcademy,English,https://www.classcentral.com/course/juliaacademy-julia-for-data-science-59229
Introduction to Statistics for Data Science,openSAP,English,https://www.classcentral.com/course/opensap-introduction-to-statistics-for-data-science-17229
Spark,Udacity,English,https://www.classcentral.com/course/udacity-spark-16973
Data Science Interview Prep,Udacity,English,https://www.classcentral.com/course/udacity-data-science-interview-prep-11458
Data Science in Action - Building a Predictive Churn Model,openSAP,English,https://www.classcentral.com/course/opensap-data-science-in-action-building-a-predictive-churn-model-9367
Big Data with SAP Vora - Engines and Tools,openSAP,English,https://www.classcentral.com/course/opensap-big-data-with-sap-vora-engines-and-tools-6904
Code of Life – When Computer Science Meets Genetics,openHPI,English,https://www.classcentral.com/course/openhpi-code-of-life-when-computer-science-meets-genetics-5151
Deploying a Hadoop Cluster,Udacity,English,https://www.classcentral.com/course/udacity-deploying-a-hadoop-cluster-6274
Introduction to Data Science for Business,FutureLearn,English,https://www.classcentral.com/course/introduction-to-data-science-for-business-58081
Learn D3 for free,Scrimba,English,https://www.classcentral.com/course/scrimba-d3js-86277
医学统计学与SPSS软件（基础篇）,Coursera,Chinese,https://www.classcentral.com/course/spss-ruanjian-3226
Explore Statistics with R,edX,English,https://www.classcentral.com/course/edx-explore-statistics-with-r-1836
Become a Data Engineer,Udacity,English,https://www.classcentral.com/course/data-engineer-nanodegree--nd027-18205
Introduction to Data Analytics with Python,FutureLearn,English,https://www.classcentral.com/course/introduction-to-data-analytics-with-python-58006
Data Analysis: Take It to the MAX(),edX,English,https://www.classcentral.com/course/edx-data-analysis-take-it-to-the-max-2916
‏SQL لعلوم البيانات,Coursera,Arabic,https://www.classcentral.com/course/sql-for-data-science-ar-34319
Time Series Forecasting,Udacity,English,https://www.classcentral.com/course/udacity-time-series-forecasting-7162
人群与网络 ,Coursera,Chinese,https://www.classcentral.com/course/renqun-wangluo-4189
Data Visualization,freeCodeCamp,English,https://www.classcentral.com/course/freecodecamp-data-visualization-34062
Understanding Data,MRUniversity,English,https://www.classcentral.com/course/mruniversity-understanding-data-8974
Introducción a Data Science: Programación Estadística con R,Coursera,Spanish,https://www.classcentral.com/course/programacion-estadistica-r-4657
Data Visualization in Tableau,Udacity,English,https://www.classcentral.com/course/udacity-data-visualization-in-tableau-7164
Driving Business Results with Big Data,openSAP,English,https://www.classcentral.com/course/opensap-driving-business-results-with-big-data-3513
Introduction to Big Data Analytics,Coursera,English,https://www.classcentral.com/course/bigdata-analytics-4216
Introduction to Apache Spark,edX,English,https://www.classcentral.com/course/edx-introduction-to-apache-spark-5855
Aplicaciones de ciencias de datos en los negocios actuales,edX,Spanish,https://www.classcentral.com/course/edx-aplicaciones-de-ciencias-de-datos-en-los-negocios-actuales-20038
Data Mining with Weka,Independent,English,https://www.classcentral.com/course/independent-data-mining-with-weka-1152
Data Analysis with Python,freeCodeCamp,English,https://www.classcentral.com/course/freecodecamp-data-analysis-with-python-34066
데이터 과학자의 도구 상자,Coursera,Korean,https://www.classcentral.com/course/data-scientists-tools-ko-60063
Data Visualization and D3.js,Udacity,English,https://www.classcentral.com/course/udacity-data-visualization-and-d3-js-2898
